#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321ABE54E
#Date Time: 2025-04-17 09:48:23.759
#Start: 10 Hz
#Stop: 50000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 60.7115 V
#Offset: 0.00291995 V
#Relative: no
#Channel: Channel 2
#Range: 61.0839 V
#Offset: -0.00175146 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,0.0218178106454788,19.19718559934609,-0.3939683830721492
10.58424294923851,0.01922860038040399,19.20240319369258,-0.3329828030511521
11.2026198808505,0.007536988304984091,19.21214478042024,-0.3944169693894821
11.85712504868911,0.02494975303431712,19.19535512327977,-0.4535777305831203
12.54986921948269,0.01161375607264743,19.20663454315997,-0.4505470197777797
13.28308648001751,0.01191188929168704,19.20800891966096,-0.4574810029940011
14.05914144202507,0.02210906642385672,19.19514964097373,-0.5243367822092608
14.88053686801006,0.02080916856231821,19.19837296577538,-0.5498643169487991
15.74992174261191,0.01601564881750686,19.20189147183664,-0.5262508572298827
16.67009981552986,0.01327617426096753,19.20204299569892,-0.5844493116183642
17.64403864356239,0.00628796586502354,19.210688441897,-0.7037420254376912
18.6748791609217,0.01318161607274258,19.20400294886411,-0.6869842675939601
19.76594580868665,0.01635696032187813,19.19912573247381,-0.724518549489801
20.92075725606221,0.02620420908159319,19.19084668900861,-0.7293553673972895
22.14303774802068,0.02412793755859512,19.19012807964425,-0.8129697986938709
23.436729115921,0.02489221611751559,19.1910408812057,-0.9009450012198954
24.80600348983997,0.0136123475195251,19.19939436303842,-0.993155209284124
26.25527675361243,0.02262715381356471,19.19029753792793,-0.9010868009769126
27.78922278597281,0.02602273745500556,19.18644574741997,-0.8908965085272058
29.41278853372508,0.01048030693425791,19.20374244865026,-0.9951468447297316
