#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321ABE54E
#Date Time: 2025-04-17 09:37:22.875
#Start: 10 Hz
#Stop: 50000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 60.7115 V
#Offset: 0.00291995 V
#Relative: no
#Channel: Channel 2
#Range: 61.0839 V
#Offset: -0.00175146 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,0.03695625264200961,19.08572215110463,-0.5451518081253894
10.58424294923851,0.01276757576382188,19.1101549787005,-0.6159809033040062
11.2026198808505,0.04681390848294032,19.0764712159991,-0.6469989819812554
11.85712504868911,0.02061023676077677,19.10099432021558,-0.645941646393922
12.54986921948269,0.03367970429791309,19.08847938523524,-0.7242052309116076
13.28308648001751,0.025981406248207,19.0971664052385,-0.7113792238497751
14.05914144202507,0.0150493582130877,19.10654538157692,-0.7636591172502705
14.88053686801006,0.03858532871363949,19.08426023074114,-0.8557434919796094
15.74992174261191,0.03217759664089202,19.08694165203655,-0.8277533211542902
16.67009981552986,0.0256728109567643,19.09534238805058,-0.9158135032175778
17.64403864356239,0.03192426156403287,19.08723421051964,-0.9998601859090144
18.6748791609217,0.01944835718050945,19.09985213134557,-1.102408851196593
19.76594580868665,0.04806644156600164,19.07114358338949,-1.121289390512402
20.92075725606221,0.03757585451138059,19.07944049515913,-1.171038406354482
22.14303774802068,0.02082664343713054,19.09929810380175,-1.266592743601962
23.436729115921,0.01085066834244574,19.10676202244831,-1.367499301154837
24.80600348983997,0.01825392171228595,19.09818779813463,-1.339878721798883
26.25527675361243,0.004982885409553627,19.10963680159326,-1.507607040571514
27.78922278597281,0.04919417647212988,19.06609021675428,-1.620075998437557
29.41278853372508,0.02621822604639569,19.08752028202655,-1.700760636832404
31.13120996555226,0.01917088974665548,19.09553795801748,-1.810549779251879
32.95002895791605,0.03609963149280359,19.07432267937371,-1.861768342347119
34.87511116750276,0.0410445508865685,19.06866861146097,-1.936966593578489
36.91266494785499,0.02524863332426918,19.08602749093996,-1.992631039827614
39.06926137119375,0.02534727180464352,19.08323992409369,-2.191441814241358
41.35185542000135,0.03644655042118802,19.06978869728778,-2.344457069301384
43.76780841670799,0.02704746582411618,19.07916767873452,-2.426500120814808
46.3249117638163,0.01823863095468148,19.08544450954639,-2.53903893631221
49.03141207102686,0.03232090444304718,19.06909116898445,-2.807511867490319
51.8960377503974,0.02683452594969583,19.07360374348846,-2.864112030168783
54.92802716530586,0.03242912959788795,19.0648608635142,-2.997563637949924
58.13715842399698,0.02520926008964975,19.0702536710502,-3.219190910299524
61.53378091379528,0.02040366941293249,19.07087097616572,-3.387988166324334
65.12884867768241,0.03399952169106513,19.05530583772084,-3.647749544890544
68.93395574087819,0.02722599383731304,19.05780515519639,-3.888600285717303
72.96137350135093,0.03374049627368139,19.04891176632004,-4.067489216504612
77.22409030484302,0.02707304894917332,19.05286464030787,-4.251722174744089
81.73585333203927,0.0213135349741619,19.05248927225579,-4.392675932512361
86.51121293296302,0.02356214575227541,19.04843769575976,-4.914296693064706
91.56556955157842,0.03219626780473598,19.0345621822797,-5.01443386571729
96.91522339193011,0.015684439653844,19.04185210839643,-5.426655746470203
102.5774269859912,0.02881737738016917,19.02552873302593,-5.604133754516596
108.5704408327505,0.03413039415342317,19.01712209442577,-5.994821236005052
114.9135922879754,0.01761728468315516,19.02054582113458,-6.219189722583991
121.6273378945674,0.006613101557634834,19.02444029188933,-6.654819269046236
128.7333293545225,0.02730149717684815,18.99339756862312,-7.006310994457095
136.2544833552602,0.02098194081946603,18.99018431820947,-7.530635405552232
144.2150554755048,0.02015522255876577,18.98275877514375,-7.877289716457071
152.6407184090652,0.02678757693091615,18.96571791161334,-8.327598724540827
161.5586447587848,0.04901069231575107,18.93337449302498,-8.815901208198596
170.9975946676697,0.02420650725428957,18.940965805484,-9.32352059711252
180.9880085698029,0.03659809574778462,18.91075840236944,-9.89087688864889
191.5621053601653,0.03177085327671345,18.89788332502324,-10.5118843431547
202.7539862999612,0.04244038070262832,18.8714706448859,-10.98546928675381
214.5997449925365,0.02825469953094908,18.85988116568256,-11.62138467144635
227.1375837845639,0.04580837238543397,18.8242377292578,-12.36958357163414
240.4079369678839,0.02481392155520669,18.81849356994954,-12.94627475163534
254.4536011793301,0.03806005248079368,18.77437680583284,-13.66255882367613
269.3198734190672,0.03181627638944042,18.74952602320404,-14.40696156837589
285.0546971325567,0.04740659524556745,18.70298089192309,-15.21233441488312
301.7088168272581,0.03003879026384785,18.68446548059653,-16.13457570049839
319.3359417227003,0.03448542183196129,18.63464025376133,-16.97200801796583
337.9929189616926,0.03406202190142286,18.5857153804946,-17.88461012196143
357.7399169412834,0.02699757480396317,18.54815703681286,-18.70638490362862
378.6406193546952,0.02288285570202312,18.49466435218554,-19.73363424625479
400.7624305700231,0.02824416160325981,18.42457569941859,-20.77847978580948
424.1766930080449,0.02546956506048911,18.36144548568295,-21.92418532382562
448.9589172201711,0.03949997184076234,18.27821170897785,-22.90038993649961
475.1890254085353,0.0357342512940073,18.20429493983792,-24.14929584397159
502.9516091735803,0.02622294360071302,18.12560469190472,-25.37354753312084
532.3362023203628,0.02189594033980462,18.03720761566239,-26.57666532101581
563.4375696033708,0.04660342571215682,17.90852223732346,-27.90029206761828
596.3560123410552,0.05525149308522623,17.78683108068133,-29.35589988437013
631.1976918856806,0.05404443122798169,17.6676108985865,-30.61641227552758
668.0749719916639,0.04569692808974974,17.55207821495096,-32.11841089471204
707.1067811865476,0.06609506786206912,17.39486565825883,-33.45993312314769
748.4189963132453,0.04054399660546943,17.26533045350786,-35.01199564548956
792.1448484804624,0.02409891570299622,17.11787675613209,-36.34665648941145
838.4253527304941,0.0498746390061708,16.92703286284466,-38.1265493897665
887.4097628100533,0.03984144085615159,16.75085752858922,-39.58434767561542
939.2560525107727,0.05492305172140861,16.5409363108007,-41.22713845750634
994.1314251316742,0.04016212870293641,16.34930125141309,-43.10482166065029
1052.212852706634,0.05544591598013084,16.11534411380356,-44.49535492404311
